 13.50754166 21.00913811 19.33854675  1.00000000  0.00000000  0.00000000  0.00000000 -0.53083855  0.22359467 -0.38770011  0.00000000  0.00000000  0.00000000
  1.06926394 37.38294601 26.62841225  1.00000000  0.00000000  0.00000000  0.00000000  0.40607628  0.55236781  0.14804058  0.00000000  0.00000000  0.00000000
 35.72572327 23.73552322 27.67828560  1.00000000  0.00000000  0.00000000  0.00000000  0.23381872  0.12358757 -0.04676889  0.00000000  0.00000000  0.00000000
 23.83997536  7.42573309 33.15276718  1.00000000  0.00000000  0.00000000  0.00000000 -1.51036155  1.30755961 -0.53032506  0.00000000  0.00000000  0.00000000
 39.80815125 32.33831024 41.70346069  1.00000000  0.00000000  0.00000000  0.00000000 -0.21002088  0.04508550 -0.89836621  0.00000000  0.00000000  0.00000000
  6.78972530 40.49769974  3.77732754  1.00000000  0.00000000  0.00000000  0.00000000 -0.86760002  0.69777846 -1.63431346  0.00000000  0.00000000  0.00000000
 38.98346710  1.08769274 34.42644119  1.00000000  0.00000000  0.00000000  0.00000000  1.22495949  0.16290827 -0.63804054  0.00000000  0.00000000  0.00000000
  7.73732090 41.19938278  5.35490274  1.00000000  0.00000000  0.00000000  0.00000000 -0.48393911 -0.13534513  0.42448139  0.00000000  0.00000000  0.00000000
 19.83165169 42.71687317  5.42346907  1.00000000  0.00000000  0.00000000  0.00000000 -1.17452776 -0.70289886  1.25432074  0.00000000  0.00000000  0.00000000
 20.24727058 17.46301842 33.03136063  1.00000000  0.00000000  0.00000000  0.00000000 -0.84688497  0.70287830 -1.10593593  0.00000000  0.00000000  0.00000000
 44.37325668 41.21363068 27.47341156  1.00000000  0.00000000  0.00000000  0.00000000 -0.50007492 -0.74129647 -0.72825384  0.00000000  0.00000000  0.00000000
 43.81902695 47.22101593 10.48114109  1.00000000  0.00000000  0.00000000  0.00000000 -0.11715103 -1.16445363 -0.85673970  0.00000000  0.00000000  0.00000000
  6.41593456 24.73879814 23.65918541  1.00000000  0.00000000  0.00000000  0.00000000  1.29733181 -0.28576642  1.22197807  0.00000000  0.00000000  0.00000000
